0,0
0.010101,0.00505048
0.020202,0.0101008
0.030303,0.0151509
0.040404,0.0202006
0.0505051,0.0252498
0.0606061,0.0302984
0.0707071,0.0353462
0.0808081,0.040393
0.0909091,0.0454389
0.10101,0.0504836
0.111111,0.055527
0.121212,0.060569
0.131313,0.0656094
0.141414,0.0706482
0.151515,0.0756851
0.161616,0.0807202
0.171717,0.0857531
0.181818,0.0907839
0.191919,0.0958124
0.20202,0.100838
0.212121,0.105862
0.222222,0.110883
0.232323,0.115901
0.242424,0.120916
0.252525,0.125927
0.262626,0.130936
0.272727,0.135941
0.282828,0.140943
0.292929,0.145942
0.30303,0.150936
0.313131,0.155927
0.323232,0.160914
0.333333,0.165896
0.343434,0.170875
0.353535,0.175849
0.363636,0.180818
0.373737,0.185783
0.383838,0.190743
0.393939,0.195699
0.40404,0.200649
0.414141,0.205594
0.424242,0.210534
0.434343,0.215469
0.444444,0.220398
0.454545,0.225321
0.464646,0.230239
0.474747,0.235151
0.484848,0.240057
0.494949,0.244956
0.505051,0.24985
0.515152,0.254737
0.525253,0.259618
0.535354,0.264492
0.545455,0.269359
0.555556,0.274219
0.565657,0.279073
0.575758,0.283919
0.585859,0.288758
0.59596,0.29359
0.606061,0.298414
0.616162,0.30323
0.626263,0.308039
0.636364,0.31284
0.646465,0.317633
0.656566,0.322418
0.666667,0.327195
0.676768,0.331963
0.686869,0.336723
0.69697,0.341474
0.707071,0.346217
0.717172,0.35095
0.727273,0.355675
0.737374,0.360391
0.747475,0.365097
0.757576,0.369795
0.767677,0.374482
0.777778,0.379161
0.787879,0.383829
0.79798,0.388488
0.808081,0.393137
0.818182,0.397775
0.828283,0.402404
0.838384,0.407022
0.848485,0.41163
0.858586,0.416228
0.868687,0.420815
0.878788,0.425391
0.888889,0.429956
0.89899,0.434511
0.909091,0.439054
0.919192,0.443586
0.929293,0.448107
0.939394,0.452616
0.949495,0.457114
0.959596,0.4616
0.969697,0.466074
0.979798,0.470537
0.989899,0.474987
1,0.479426
